job_title,location,job_type,experience_level,salary,requirements,excel,tableau,power_bi,sql,python
Data Engineer with Databricks - D&A (remote/Costa Rica-based),"San José, Costa Rica",Full Time,Senior-level,115000.0,"Airflow,Architecture,AWS,Azure,Big Data,Databricks",no,no,no,no,no
Data Analyst,"Bogotá, Colombia",Full Time,Senior-level,92000.0,"Data analysis,Data Mining,Privacy,SQL,Statistics,",no,no,no,yes,no
GTMData Analyst,"Sofia, Bulgaria",Full Time,Senior-level,92000.0,"Data governance,Data management,Data quality,Power BI,Privacy,Tableau",no,yes,yes,no,no
Research Analyst - LNG,United Kingdom,Full Time,Senior-level,62000.0,"Consulting,Data visualization,Excel,Pipelines,Power BI,Privacy",no,no,yes,no,no
Data Engineer,"Vancouver, BC, Canada",Full Time,Senior-level,69000.0,"Athena,AWS,Classification,Computer Science,Engineering,ETL",no,no,no,no,no
Research Analyst,"Charlotte, NC, United States",Full Time,Executive-level,81000.0,"Data visualization,Market research,Power BI,Python,R,Research",no,no,yes,no,yes
Data Scientist (M/F),"Lisboa, Portugal",Full Time,Senior-level,129000.0,"Agile,Azure,Computer Science,Consulting,Data analysis,Databricks",no,no,no,no,no
Data Scientist - Agronomie (H/F) - CDI,"Saint-Sauv, France",Full Time,Senior-level,129000.0,"D3,Data Mining,Matplotlib,Power BI,Python,R",no,no,yes,no,yes
Data Analyst,"Singapore, Singapore",Full Time,Mid-level,62000.0,"BigQuery,Computer Science,Data analysis,Data visualization,Mathematics,Spark",no,no,no,no,no
Data Analyst,India,Full Time,Entry-level,42000.0,"Excel,Market research,Privacy,Research,Statistics,",no,no,no,no,no
ML Platform Engineer,United Kingdom,Full Time,Mid-level,51000.0,"AWS,CI/CD,Deep Learning,DevOps,Docker,EC2",no,no,no,no,no
Data Engineer,"Pune, Maharashtra, India",Full Time,Senior-level,115000.0,"APIs,Architecture,AWS,Azure,Big Data,Computer Science",no,no,no,no,no
Business Intelligence Developer,Remote - USA,Full Time,Senior-level,76000.0,"Agile,Business Intelligence,Data analysis,Data governance,Data quality,Data visualization",no,no,no,no,no
Azure Data Engineer,Ireland,Full Time,Senior-level,56000.0,"Agile,APIs,Architecture,Azure,Computer Science,Consulting",no,no,no,no,no
Data Analyst,Remote,Full Time,Senior-level,80000.0,"Architecture,AWS,Computer Science,Data Mining,Engineering,Excel",no,no,no,no,no
Cloud Data Engineer (m/w/d),"Hamburg, Germany",Full Time,Entry-level,39000.0,"Business Intelligence,CX,Data pipelines,Engineering,PHP,Pipelines",no,no,no,no,no
MarketingData Analyst,"San Mateo, California, United States",Full Time,Senior-level,120000.0,"APIs,Consulting,Data Analyst,Excel,Looker,OKR",no,no,no,no,no
"Azure Data Architect w/Databricks (remote, Costa Rica-based)","San José, Costa Rica",Full Time,Senior-level,62000.0,"APIs,AWS,Azure,Databricks,Data pipelines,Engineering",no,no,no,no,no
Analytics Engineer,Analytics Engineer - Mexico,Full Time,Senior-level,110000.0,"Agile,Architecture,Data pipelines,Data Warehousing,Engineering,ETL",no,no,no,no,no
Data Engineer,Remote,Full Time,Senior-level,125000.0,"Agile,Airflow,APIs,Architecture,AWS,BigQuery",no,no,no,no,no
Machine Learning Engineer,"Valencia, Valencian Community, Spain",Full Time,Mid-level,74000.0,"APIs,Architecture,Classification,Clustering,CX,D3",no,no,no,no,no
"Scientist, Computational Biology, Omics Data Analysis","Cambridge, UK",Full Time,Senior-level,51000.0,"Biology,Cluster analysis,Data analysis,Genetics,Mathematics,NumPy",no,no,no,no,no
"Director - Head of Internal Data Science, Visa ope",United Kingdom,Full Time,Executive-level,73000.0,"Business Analytics,Computer Science,Economics,Engineering,HiveQL,Machine Learning",no,no,no,no,no
"Research Engineer, Safe, Reliable & Trustworthy AI","London, UK",Full Time,Senior-level,105000.0,"Deep Learning,Engineering,JAX,Machine Learning,PhD,Prototyping",no,no,no,no,no
Machine Learning Scientist,"Dublin, Ireland",Full Time,Senior-level,129000.0,"Bayesian,Clustering,Data analysis,Deep Learning,EDA,Engineering",no,no,no,no,no
Data Scientist & BI developer,"Basel, Switzerland",Full Time,Senior-level,62000.0,"Agile,Big Data,Biology,Chemistry,Data analysis,Data Analyst",no,no,no,no,no
Biomedical Research/Data Scientist,United Kingdom,Full Time,Entry-level,39000.0,"PhD,Research,,,,",no,no,no,no,no
"Data Scientist (DL & AI Modeling, Forecasting) (Canada)","Toronto, Ontario, Canada - Remote",Full Time,Mid-level,55000.0,"Computer Science,Consulting,Consulting firm,Data visualization,Deep Learning,Economics",no,no,no,no,no
"Data Engineer, KMS Healthcare","Da Nang City, Vietnam",Full Time,Senior-level,115000.0,"Agile,AWS,Data analysis,Data management,Data pipelines,Data quality",no,no,no,no,no
"Data Engineer, Infrastructure",Remote,Full Time,Senior-level,160000.0,"Airflow,Athena,AWS,Big Data,Blockchain,Data pipelines",no,no,no,no,no
Data Analyst,Remote,Full Time,Senior-level,95000.0,"AWS,Computer Science,Data Analyst,Data Mining,Engineering,Excel",no,no,no,no,no
Associate Data Engineer,United States,Full Time,Mid-level,52000.0,"Athena,AWS,Azure,Big Data,Business Intelligence,CI/CD",no,no,no,no,no
"Manager Data Science - Performance Marketing (Montreal, QC)","Montreal, QC, Canada",Full Time,Senior-level,69000.0,"Agile,Architecture,AWS,Classification,Computer Science,Consulting",no,no,no,no,no
Data Specialist (Engineering & Analytics) - FinTech,"Chiasso, Switzerland",Full Time,Entry-level,70000.0,"Computer Science,Data analysis,Data Mining,Data quality,Engineering,ETL",no,no,no,no,no
Data Engineer,"Bulgaria, Germany, Hungary, Lithuania, Poland, Romania",Full Time,Senior-level,115000.0,"Agile,Azure,CI/CD,Consulting,Data analysis,DataOps",no,no,no,no,no
"Regional Insight Analyst, CRM & Loyalty","Stockholm, Sweden",Full Time,Senior-level,62000.0,"CX,Data management,Economics,Engineering,Power BI,SAS",no,no,yes,no,no
Data Engineer (M/F),"Lisboa, Portugal",Full Time,Senior-level,115000.0,"Agile,Azure,CI/CD,Computer Science,Consulting,Data analysis",no,no,no,no,no
R&D Packaging Sustainability Data Specialist,"Utrecht, Netherlands",Full Time,Entry-level,70000.0,"Data analysis,Data quality,Engineering,R,R&D,",no,no,no,no,no
". Business Intelligence Engineer, Corp - JP","Tokyo, JPN",Full Time,Senior-level,55000.0,"Business Intelligence,Engineering,Mathematics,SQL,,",no,no,no,yes,no
"Software Engineer, Data Platform","Seoul, South Korea",Full Time,Senior-level,55000.0,"Airflow,Athena,AWS,BigQuery,Consulting,Dataflow",no,no,no,no,no
"Engineer, Autonomy Systems & Sensors","Las Vegas, Nevada, United States",Full Time,Senior-level,69000.0,"Architecture,Engineering,Jira,Robotics,SQL,",no,no,no,yes,no
Data Engineer ,"Monterrey, Nuevo Leon, Mexico",Full Time,Senior-level,115000.0,"APIs,Azure,Big Data,Computer Science,Data analysis,Databricks",no,no,no,no,no
Machine Learning Engineer,"London, UK",Full Time,Senior-level,131000.0,"Airflow,AWS,Databricks,Engineering,GitHub,Grafana",no,no,no,no,no
"Analyst, Data Quality & Analytics","Johannesburg, South Africa",Full Time,Senior-level,48000.0,"Airflow,Architecture,AWS,Azkaban,Big Data,Cassandra",no,no,no,no,no
Data Scientist Marketplace (m/f/d) - Dublin,Dublin,Full Time,Senior-level,129000.0,"Computer Science,Computer Vision,Databricks,Engineering,Feature engineering,Machine Learning",no,no,no,no,no
"Software Engineer, Data Infrastructure","Seoul, South Korea",Full Time,Senior-level,49000.0,"APIs,AWS,BigQuery,Business Analytics,Consulting,Data management",no,no,no,no,no
Lead Machine Learning Engineer,Pakistan,Full Time,Senior-level,55000.0,"Agile,AWS,Computer Vision,Consulting,Deep Learning,JavaScript",no,no,no,no,no
Data Analyst,Remote,Full Time,Senior-level,92000.0,"Data analysis,Engineering,Python,R,Research,SAS",no,no,no,no,yes
Machine Learning Engineer - Motion Planning,"Foster City, CA",Full Time,Senior-level,173000.0,"Architecture,Autonomous Driving,Computer Science,CUDA,Deep Learning,GPT",no,no,no,no,no
Consultant(e) Power BI confirmé(e),"Nantes, France",Full Time,Senior-level,62000.0,"Big Data,Data management,PHP,Power BI,Python,Robotics",no,no,yes,no,yes
Data Science Associate,"Porto, Porto, Portugal",Full Time,Mid-level,51000.0,"Banking,Data analysis,Economics,Excel,Finance,Hadoop",no,no,no,no,no
Mid-Level Software Engineer - Data Team,"United Kingdom, ope, Remote",Full Time,Mid-level,45000.0,"Airflow,APIs,Athena,AWS,Azure,Big Data",no,no,no,no,no
Lead Data Scientist,"Stockholm, Sweden",Full Time,Senior-level,40000.0,"Agile,Banking,Consulting,Consulting firm,FinTech,Hadoop",no,no,no,no,no
Data Engineer,"Johannesburg, South Africa",Full Time,Entry-level,59000.0,"Agile,Engineering,,,,",no,no,no,no,no
Data Analyst II,"Remote, US",Full Time,Senior-level,109000.0,"Data analysis,Data Analytics,Data visualization,Looker,Security,Snowflake",no,no,no,no,no
Machine Learning Engineer,United States,Full Time,Senior-level,142000.0,"AWS,Banking,Blockchain,Crypto,Databricks,Data pipelines",no,no,no,no,no
". Data Engineer - Spark, Python",India,Full Time,Senior-level,115000.0,"Agile,Big Data,Business Intelligence,Data Mining,Data visualization,Engineering",no,no,no,no,no
ECQ3 Full Stack Machine Learning Developer,India,Full Time,Senior-level,33000.0,"Architecture,Classification,Deep Learning,Engineering,Git,Industrial",no,no,no,no,no
Machine Learning Infrastructure Engineer,"Tel-Aviv, IL",Full Time,Senior-level,55000.0,"Airflow,AWS,Azure,DevOps,GCP,Google Cloud",no,no,no,no,no
"Research Scientist, Computational Economics",London,Full Time,Senior-level,89000.0,"Computer Science,Economics,Machine Learning,PhD,Recommender systems,Research",no,no,no,no,no
Data Engineer,"Rajagiriya, i Lanka",Full Time,Mid-level,73000.0,"AWS,BigQuery,ChatGPT,Computer Science,Data analysis,Dataflow",no,no,no,no,no
"Scientist I/II, Computational Biology - Target Biology",South United Stateslifornia,Full Time,Senior-level,128000.0,"AWS,Azure,Biology,Data analysis,Drug discovery,Genetics",no,no,no,no,no
"Manager, Business Insights & Data Analyst","Toronto, CANADA, Canada",Full Time,Executive-level,81000.0,"Computer Science,Data Analytics,Data strategy,Economics,Excel,PhD",no,no,no,no,no
"Applied Scientist, Generative AI, Creative X",United States,Full Time,Senior-level,136000.0,"A/B testing,Big Data,Computer Science,Computer Vision,Data analysis,Diffusion models",no,no,no,no,no
 Data Scientist,"Mexico City, Mexico City, Mexico",Full Time,Mid-level,55000.0,"APIs,AWS,Azure,Computer Science,GCP,Google Cloud",no,no,no,no,no
Data Product Manager,United Kingdom,Full Time,Mid-level,54000.0,"Agile,Business Intelligence,Data Warehousing,Engineering,ETL,Machine Learning",no,no,no,no,no
Staff Data Architect,United Stateslifornia,Full Time,Senior-level,135000.0,"Architecture,AWS,Azure,Computer Science,Data Analytics,Databricks",no,no,no,no,no
Generative AI Engineer,United States,Full Time,Entry-level,153000.0,"Computer Science,Deep Learning,Engineering,LLMs,Machine Learning,NLP",no,no,no,no,no
"Software Engineer, Machine Learning Infrastructure",United States; Remote,Full Time,Senior-level,170000.0,"AWS,Cassandra,Distributed Systems,Docker,Engineering,Kafka",no,no,no,no,no
Data Scientist,Remote - Ireland,Full Time,Senior-level,129000.0,"Business Intelligence,Computer Science,Consulting,Economics,Engineering,Hadoop",no,no,no,no,no
Data Scientist in Mobility,United Kingdom,Full Time,Mid-level,55000.0,"Agile,AWS,Azure,Computer Vision,Data quality,Docker",no,no,no,no,no
. Principal Engineer - Data Architecture,"Austin, TX, United States",Full Time,Senior-level,199000.0,"Airflow,APIs,Architecture,AWS,Classification,Computer Science",no,no,no,no,no
Manager - Data Science,bangalore,Full Time,Senior-level,55000.0,"BigQuery,Business Analytics,Computer Science,Data Analytics,Data pipelines,Data Studio",no,no,no,no,no
"Clinical Data Scientist, Real-World Data (Remote)",South United States,Full Time,Senior-level,157000.0,"Big Data,Computer Science,Data Analytics,Data Mining,Data quality,Data visualization",no,no,no,no,no
Data Engineer,United Kingdom Remote,Full Time,Senior-level,115000.0,"APIs,Architecture,Data governance,Data pipelines,Data quality,Data warehouse",no,no,no,no,no
AML/CFT &Data Analyst,"Ebène, Mauritius",Full Time,Senior-level,92000.0,"Agile,Data management,Security,,,",no,no,no,no,no
"Manager, Data Engineering","Boise, ID, United States",Full Time,Senior-level,115000.0,"Architecture,AWS,Azure,Data governance,Data warehouse,E-commerce",no,no,no,no,no
"Manager, Data Engineering - Radiomics (Manager, Multimodal R&D)","Bordeaux, Nouvelle-Aquitaine, France",Full Time,Mid-level,73000.0,"Biology,Computer Science,Data Analytics,Engineering,Genetics,Machine Learning",no,no,no,no,no
80405862 - Data Engineer,"Johannesburg, South Africa",Full Time,Executive-level,200000.0,"Agile,APIs,Architecture,Azure,Data Analytics,Data pipelines",no,no,no,no,no
Software Engineer - Machine Learning Infrastructure,"Mountain View, CA",Full Time,Entry-level,160000.0,"Computer Science,Computer Vision,Engineering,Machine Learning,ML infrastructure,ML models",no,no,no,no,no
Data Scientist,"Singapore, Singapore",Full Time,Executive-level,90000.0,"Computer Science,Deep Learning,Engineering,Feature engineering,GCP,Keras",no,no,no,no,no
Data Engineer,Colombia - Remote,Full Time,Mid-level,73000.0,"AWS,Computer Science,Data pipelines,Data quality,Data Warehousing,E-commerce",no,no,no,no,no
Data Analyst Engineer,London,Full Time,Senior-level,110000.0,"Big Data,BigQuery,Business Intelligence,Data Analytics,Data governance,Dataproc",no,no,no,no,no
Data Scientist Marketplace (m/f/d) - London,London,Full Time,Senior-level,129000.0,"Computer Science,Computer Vision,Databricks,Engineering,Feature engineering,Machine Learning",no,no,no,no,no
"Software Engineer, Model Inference",United States,Full Time,Senior-level,200000.0,"AGI,APIs,Architecture,Azure,ChatGPT,CUDA",no,no,no,no,no
Regional BusinessData Analyst,"Budapest, Hungary",Full Time,Senior-level,30000.0,"Business Intelligence,Data analysis,Engineering,ETL,Excel,Power BI",no,no,yes,no,no
ProductData Analyst,"Tartu, Estonia",Full Time,Entry-level,39000.0,"A/B testing,Data analysis,Power BI,Python,R,R&D",no,no,yes,no,yes
BIData Analyst,Remote: Kansas City; Denver; Chicago; Phoenix; Columbia ,Full Time,Senior-level,36000.0,"Business Analytics,Business Intelligence,Finance,Looker,Power BI,Python",no,no,yes,no,yes
Data Scientist Marketplace (m/f/d) - Berlin,Berlin,Full Time,Senior-level,129000.0,"Computer Science,Computer Vision,Databricks,Engineering,Feature engineering,Machine Learning",no,no,no,no,no
Trainee Data Engineer - R-16792,India,Full Time,Entry-level,59000.0,"Architecture,Azure,Big Data,Computer Science,DataOps,Data pipelines",no,no,no,no,no
Staff Machine Learning Scientist,"London, England",Full Time,Senior-level,129000.0,"Bayesian,Clustering,Data analysis,Deep Learning,EDA,Engineering",no,no,no,no,no
Manager of Data Analytics,"Milano, Italy",Full Time,Senior-level,62000.0,"Agile,BigQuery,Consulting,CX,Data Analytics,Data Studio",no,no,no,no,no
"Data Analytics Manager - Compliance, Risk & Internal Audit",London,Full Time,Entry-level,120000.0,"Airflow,APIs,Data Analytics,Data pipelines,Data warehouse,Engineering",no,no,no,no,no
"Software Engineer (Python), Data Engineering (Hybrid)","Lisbon, Portugal",Full Time,Senior-level,115000.0,"Airflow,Architecture,AWS,Big Data,Computer Science,Data pipelines",no,no,no,no,no
Data Analyst,United States,Full Time,Mid-level,65000.0,"Computer Science,Consulting,Data Analytics,Data Mining,Data visualization,Engineering",no,no,no,no,no
Research and AudienceData Analyst,United States,Full Time,Senior-level,92000.0,"Data visualization,Finance,KPIs,Research,,",no,no,no,no,no
Data Analyst Engineer,Warsaw Remote,Full Time,Entry-level,30000.0,"Airflow,Data Analyst,Engineering,Finance,Kafka,Privacy",no,no,no,no,no
Staff ETL Developer,UT - Remote; UT - Cottonwood Heights,Full Time,Senior-level,63000.0,"Computer Science,Data pipelines,Data warehouse,Data Warehousing,Engineering,ETL",no,no,no,no,no
Lead Data Scientist - Healthcare,"London, UK",Full Time,Senior-level,129000.0,"Architecture,Classification,Computer Science,Data Mining,Deep Learning,GitHub",no,no,no,no,no
Data Scientist / Data Scientist (Federal),"Tysons, VA; Dayton, OH; Redwood City, CA",Full Time,Senior-level,123000.0,"Architecture,Classification,Computer Science,Computer Vision,Data Mining,Deep Learning",no,no,no,no,no
. Data Engineer,United States,Full Time,Senior-level,115000.0,"Agile,Airflow,Architecture,Big Data,Computer Science,Data Analyst",no,no,no,no,no
Data Engineer - Martech (Viator),United Kingdom,Full Time,Senior-level,115000.0,"Airflow,APIs,Architecture,AWS,Business Intelligence,CI/CD",no,no,no,no,no
Data Science Instructor,"Redwood City, California",Full Time,Senior-level,109000.0,"Architecture,Clustering,ETL,Jupyter,Machine Learning,Python",no,no,no,no,yes
 Software QA Engineer-Machine Learning QE,"Santa Clara, California, United States",Full Time,Senior-level,117000.0,"Engineering,Git,JavaScript,Machine Learning,Maven,SDLC",no,no,no,no,no
